Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Attendance,Half-time Home Goals,Half-time Away Goals,Referee,Assistant 1,Assistant 2,RoundID,MatchID,Home Team Initials,Away Team Initials
1986.0,16 Jun 1986 - 16:00 ,Round of 16,Cuauhtemoc,Puebla ,Argentina,1.0,0.0,Uruguay,26000.0,1.0,0.0,AGNOLIN Luigi (ITA),COURTNEY George (ENG),SILVA VALENTE Carlos Alberto (POR),309.0,398.0,ARG,URU
1986.0,16 Jun 1986 - 12:00 ,Round of 16,Jalisco,Guadalajara ,Brazil,4.0,0.0,Poland,45000.0,1.0,0.0,ROTH Volker (GER),MARQUEZ RAMIREZ Antonio (MEX),SNODDY Alan (NIR),309.0,444.0,BRA,POL
1986.0,17 Jun 1986 - 12:00 ,Round of 16,Estadio Ol�mpico Universitario,Mexico City ,Italy,0.0,2.0,France,70000.0,0.0,1.0,ESPOSITO Carlos (ARG),MARTINEZ BAZAN Jose Luis (URU),DIAZ PALACIO Jesus (COL),309.0,568.0,ITA,FRA
1986.0,17 Jun 1986 - 16:00 ,Round of 16,Estadio Universitario,Monterrey ,Morocco,0.0,1.0,Germany FR,19800.0,0.0,0.0,PETROVIC Zoran (SRB),NEMETH Lajos (HUN),BRUMMEIER Horst (AUT),309.0,574.0,MAR,FRG
1986.0,18 Jun 1986 - 12:00 ,Round of 16,Estadio Azteca,Mexico City ,England,3.0,0.0,Paraguay,98728.0,1.0,0.0,AL SHARIF Jamal (SYR),PONNET Alexis (BEL),AL SHANAR Fallaj Khuzam (KSA),309.0,536.0,ENG,PAR
1986.0,18 Jun 1986 - 16:00 ,Round of 16,Estadio Corregidora,Queretaro ,Denmark,1.0,5.0,Spain,38500.0,1.0,1.0,KEIZER Jan (NED),BENNACEUR Ali (TUN),DOTCHEV Bogdan (BUL),309.0,511.0,DEN,ESP
1986.0,21 Jun 1986 - 12:00 ,Quarter-finals,Jalisco,Guadalajara ,Brazil,1.0,1.0,France,65000.0,0.0,0.0,IGNA Ioan (ROU),NEMETH Lajos (HUN),CHRISTOV Vojtech (TCH),714.0,440.0,BRA,FRA
1986.0,21 Jun 1986 - 16:00 ,Quarter-finals,Estadio Universitario,Monterrey ,Germany FR,0.0,0.0,Mexico,41700.0,0.0,0.0,DIAZ PALACIO Jesus (COL),BAMBRIDGE Christopher (AUS),SNODDY Alan (NIR),714.0,575.0,FRG,MEX
1986.0,22 Jun 1986 - 16:00 ,Quarter-finals,Cuauhtemoc,Puebla ,Spain,1.0,1.0,Belgium,45000.0,0.0,0.0,KIRSCHEN Siegfried (GER),CODESAL MENDEZ Edgardo (MEX),BRUMMEIER Horst (AUT),714.0,421.0,ESP,BEL
1986.0,22 Jun 1986 - 12:00 ,Quarter-finals,Estadio Azteca,Mexico City ,Argentina,2.0,1.0,England,114580.0,0.0,0.0,BENNACEUR Ali (TUN),ULLOA MORERA Berny (CRC),DOTCHEV Bogdan (BUL),714.0,392.0,ARG,ENG
1986.0,25 Jun 1986 - 12:00 ,Semi-finals,Jalisco,Guadalajara ,France,0.0,2.0,Germany FR,45000.0,0.0,1.0,AGNOLIN Luigi (ITA),PETROVIC Zoran (SRB),NEMETH Lajos (HUN),3469.0,564.0,FRA,FRG
1986.0,25 Jun 1986 - 16:00 ,Semi-finals,Estadio Azteca,Mexico City ,Argentina,2.0,0.0,Belgium,114500.0,0.0,0.0,MARQUEZ RAMIREZ Antonio (MEX),MENDEZ MOLINA Romulo (GUA),SILVA VALENTE Carlos Alberto (POR),3469.0,388.0,ARG,BEL
1986.0,28 Jun 1986 - 12:00 ,Match for third place,Cuauhtemoc,Puebla ,France,4.0,2.0,Belgium,21000.0,0.0,0.0,COURTNEY George (ENG),SILVA ARCE Hernan (CHI),AL SHARIF Jamal (SYR),3468.0,422.0,FRA,BEL
1986.0,29 Jun 1986 - 12:00 ,Final,Estadio Azteca,Mexico City ,Argentina,3.0,2.0,Germany FR,114600.0,1.0,0.0,ARPPI FILHO Romualdo (BRA),FREDRIKSSON Erik (SWE),ULLOA MORERA Berny (CRC),3467.0,393.0,ARG,FRG
1990.0,08 Jun 1990 - 18:00 ,Group B,Giuseppe Meazza,Milan ,Argentina,0.0,1.0,Cameroon,73780.0,0.0,0.0,VAUTROT Michel (FRA),MAURO Vincent (USA),LISTKIEWICZ Michal (POL),322.0,26.0,ARG,CMR
1990.0,09 Jun 1990 - 17:00 ,Group B,Stadio San Nicola,Bari ,Soviet Union,0.0,2.0,Romania,42907.0,0.0,1.0,CARDELLINO DE SAN VICENTE Juan (URU),SORIANO ALADREN Emilio (ESP),SILVA ARCE Hernan (CHI),322.0,342.0,URS,ROU
1990.0,09 Jun 1990 - 17:00 ,Group D,Renato Dall Ara,Bologna ,"rn"">United Arab Emirates",0.0,2.0,Colombia,30791.0,0.0,0.0,COURTNEY George (ENG),TAKADA Shizuo (JPN),SNODDY Alan (NIR),322.0,119.0,UAE,COL
1990.0,09 Jun 1990 - 21:00 ,Group A,Stadio Olimpico,Rome ,Italy,1.0,0.0,Austria,73303.0,0.0,0.0,RAMIZ WRIGHT Jose (BRA),PEREZ HOYOS Armando (COL),SILVA VALENTE Carlos Alberto (POR),322.0,42.0,ITA,AUT
1990.0,10 Jun 1990 - 17:00 ,Group A,Comunale,Florence ,USA,1.0,5.0,Czechoslovakia,33266.0,0.0,2.0,ROETHLISBERGER Kurt (SUI),VAN LANGENHOVE Marcel (BEL),SCHMIDHUBER Aron (GER),322.0,355.0,USA,TCH
1990.0,10 Jun 1990 - 21:00 ,Group C,Stadio delle Alpi,Turin ,Brazil,2.0,1.0,Sweden,62628.0,1.0,0.0,LANESE Tullio (ITA),VAUTROT Michel (FRA),JOUINI Neji (TUN),322.0,75.0,BRA,SWE
1990.0,10 Jun 1990 - 21:00 ,Group D,Giuseppe Meazza,Milan ,Germany FR,4.0,1.0,Yugoslavia,74765.0,2.0,0.0,MIKKELSEN Peter (DEN),MANDI Jassim (BHR),LISTKIEWICZ Michal (POL),322.0,201.0,FRG,YUG
1990.0,11 Jun 1990 - 17:00 ,Group C,Luigi Ferraris,Genoa ,Costa Rica,1.0,0.0,Scotland,30867.0,0.0,0.0,LOUSTAU Juan (ARG),MACIEL Carlos (PAR),JACOME GUERRERO Elias V. (ECU),322.0,127.0,CRC,SCO
1990.0,11 Jun 1990 - 21:00 ,Group F,Sant Elia,Cagliari ,England,1.0,1.0,"rn"">Republic of Ireland",35238.0,1.0,0.0,SCHMIDHUBER Aron (GER),FREDRIKSSON Erik (SWE),ROETHLISBERGER Kurt (SUI),322.0,161.0,ENG,IRL
1990.0,12 Jun 1990 - 17:00 ,Group E,Marc Antonio Bentegodi,Verona ,Belgium,2.0,0.0,Korea Republic,32790.0,0.0,0.0,MAURO Vincent (USA),SNODDY Alan (NIR),COURTNEY George (ENG),322.0,57.0,BEL,KOR
1990.0,12 Jun 1990 - 21:00 ,Group F,Della Favorita,Palermo ,Netherlands,1.0,1.0,Egypt,33288.0,0.0,0.0,SORIANO ALADREN Emilio (ESP),CODESAL MENDEZ Edgardo (MEX),CARDELLINO DE SAN VICENTE Juan (URU),322.0,151.0,NED,EGY
1990.0,13 Jun 1990 - 17:00 ,Group E,Dacia Arena,Udine ,Uruguay,0.0,0.0,Spain,35713.0,0.0,0.0,KOHL Helmut (AUT),SPIRIN Alexey (RUS),KIRSCHEN Siegfried (GER),322.0,180.0,URU,ESP
1990.0,13 Jun 1990 - 21:00 ,Group B,San Paolo,Naples ,Argentina,2.0,0.0,Soviet Union,55759.0,1.0,0.0,FREDRIKSSON Erik (SWE),RAMIZ WRIGHT Jose (BRA),AL SHARIF Jamal (SYR),322.0,30.0,ARG,URS
1990.0,14 Jun 1990 - 17:00 ,Group B,Stadio San Nicola,Bari ,Cameroon,2.0,1.0,Romania,38687.0,0.0,0.0,SILVA ARCE Hernan (CHI),SILVA VALENTE Carlos Alberto (POR),PEREZ HOYOS Armando (COL),322.0,108.0,CMR,ROU
1990.0,14 Jun 1990 - 17:00 ,Group D,Renato Dall Ara,Bologna ,Yugoslavia,1.0,0.0,Colombia,32257.0,0.0,0.0,AGNOLIN Luigi (ITA),JOUINI Neji (TUN),DIRAMBA Jean Fidele (GAB),322.0,120.0,YUG,COL
1990.0,14 Jun 1990 - 21:00 ,Group A,Stadio Olimpico,Rome ,Italy,1.0,0.0,USA,73423.0,1.0,0.0,CODESAL MENDEZ Edgardo (MEX),CARDELLINO DE SAN VICENTE Juan (URU),ULLOA MORERA Berny (CRC),322.0,265.0,ITA,USA
1990.0,15 Jun 1990 - 17:00 ,Group A,Comunale,Florence ,Austria,0.0,1.0,Czechoslovakia,38962.0,0.0,1.0,SMITH George (SCO),LORENC Richard (AUS),AL SHARIF Jamal (SYR),322.0,43.0,AUT,TCH
1990.0,15 Jun 1990 - 21:00 ,Group D,Giuseppe Meazza,Milan ,Germany FR,5.0,1.0,"rn"">United Arab Emirates",71169.0,2.0,0.0,SPIRIN Alexey (RUS),TAKADA Shizuo (JPN),PAIRETTO Pierluigi (ITA),322.0,198.0,FRG,UAE
1990.0,16 Jun 1990 - 17:00 ,Group C,Stadio delle Alpi,Turin ,Brazil,1.0,0.0,Costa Rica,58007.0,1.0,0.0,JOUINI Neji (TUN),DIRAMBA Jean Fidele (GAB),MANDI Jassim (BHR),322.0,73.0,BRA,CRC
1990.0,16 Jun 1990 - 21:00 ,Group C,Luigi Ferraris,Genoa ,Sweden,1.0,2.0,Scotland,31823.0,0.0,1.0,MACIEL Carlos (PAR),MAURO Vincent (USA),LISTKIEWICZ Michal (POL),322.0,348.0,SWE,SCO
1990.0,16 Jun 1990 - 21:00 ,Group F,Sant Elia,Cagliari ,England,0.0,0.0,Netherlands,35267.0,0.0,0.0,PETROVIC Zoran (SRB),HANSAL Mohamed (ALG),CODESAL MENDEZ Edgardo (MEX),322.0,160.0,ENG,NED
1990.0,17 Jun 1990 - 17:00 ,Group F,Della Favorita,Palermo ,"rn"">Republic of Ireland",0.0,0.0,Egypt,33288.0,0.0,0.0,VAN LANGENHOVE Marcel (BEL),QUINIOU Joel (FRA),LO BELLO Rosario (ITA),322.0,152.0,IRL,EGY
1990.0,17 Jun 1990 - 21:00 ,Group E,Dacia Arena,Udine ,Korea Republic,1.0,3.0,Spain,32733.0,1.0,1.0,JACOME GUERRERO Elias V. (ECU),MAGNI Pierluigi (ITA),LOUSTAU Juan (ARG),322.0,175.0,KOR,ESP
1990.0,17 Jun 1990 - 21:00 ,Group E,Marc Antonio Bentegodi,Verona ,Belgium,3.0,1.0,Uruguay,33759.0,2.0,0.0,KIRSCHEN Siegfried (GER),MIKKELSEN Peter (DEN),SPIRIN Alexey (RUS),322.0,66.0,BEL,URU
1990.0,18 Jun 1990 - 21:00 ,Group B,San Paolo,Naples ,Argentina,1.0,1.0,Romania,52733.0,0.0,0.0,SILVA VALENTE Carlos Alberto (POR),ULLOA MORERA Berny (CRC),LONGHI Carlo (ITA),322.0,29.0,ARG,ROU
1990.0,18 Jun 1990 - 21:00 ,Group B,Stadio San Nicola,Bari ,Cameroon,0.0,4.0,Soviet Union,37307.0,0.0,2.0,RAMIZ WRIGHT Jose (BRA),D ELIA Pietro (ITA),ROETHLISBERGER Kurt (SUI),322.0,111.0,CMR,URS
1990.0,19 Jun 1990 - 17:00 ,Group D,Giuseppe Meazza,Milan ,Germany FR,1.0,1.0,Colombia,72510.0,0.0,0.0,SNODDY Alan (NIR),MANDI Jassim (BHR),LANESE Tullio (ITA),322.0,114.0,FRG,COL
1990.0,19 Jun 1990 - 17:00 ,Group D,Renato Dall Ara,Bologna ,Yugoslavia,4.0,1.0,"rn"">United Arab Emirates",27833.0,2.0,1.0,TAKADA Shizuo (JPN),MIKKELSEN Peter (DEN),VAUTROT Michel (FRA),322.0,364.0,YUG,UAE
1990.0,19 Jun 1990 - 21:00 ,Group A,Stadio Olimpico,Rome ,Italy,2.0,0.0,Czechoslovakia,73303.0,1.0,0.0,QUINIOU Joel (FRA),VAN LANGENHOVE Marcel (BEL),SMITH George (SCO),322.0,263.0,ITA,TCH
1990.0,19 Jun 1990 - 21:00 ,Group A,Comunale,Florence ,Austria,2.0,1.0,USA,34857.0,0.0,0.0,AL SHARIF Jamal (SYR),LORENC Richard (AUS),PETROVIC Zoran (SRB),322.0,48.0,AUT,USA
1990.0,20 Jun 1990 - 21:00 ,Group C,Stadio delle Alpi,Turin ,Brazil,1.0,0.0,Scotland,62502.0,0.0,0.0,KOHL Helmut (AUT),LISTKIEWICZ Michal (POL),KIRSCHEN Siegfried (GER),322.0,74.0,BRA,SCO
1990.0,20 Jun 1990 - 21:00 ,Group C,Luigi Ferraris,Genoa ,Sweden,1.0,2.0,Costa Rica,30223.0,1.0,0.0,PETROVIC Zoran (SRB),SNODDY Alan (NIR),COURTNEY George (ENG),322.0,128.0,SWE,CRC
1990.0,21 Jun 1990 - 17:00 ,Group E,Friuli,Udine ,Korea Republic,0.0,1.0,Uruguay,29039.0,0.0,0.0,LANESE Tullio (ITA),DIRAMBA Jean Fidele (GAB),JOUINI Neji (TUN),322.0,290.0,KOR,URU
1990.0,21 Jun 1990 - 17:00 ,Group E,Marc Antonio Bentegodi,Verona ,Belgium,1.0,2.0,Spain,35950.0,1.0,2.0,LOUSTAU Juan (ARG),MACIEL Carlos (PAR),MAURO Vincent (USA),322.0,56.0,BEL,ESP
1990.0,21 Jun 1990 - 21:00 ,Group F,Della Favorita,Palermo ,"rn"">Republic of Ireland",1.0,1.0,Netherlands,33288.0,0.0,1.0,VAUTROT Michel (FRA),LORENC Richard (AUS),HANSAL Mohamed (ALG),322.0,228.0,IRL,NED
1990.0,21 Jun 1990 - 21:00 ,Group F,Sant Elia,Cagliari ,England,1.0,0.0,Egypt,34959.0,0.0,0.0,ROETHLISBERGER Kurt (SUI),ULLOA MORERA Berny (CRC),CODESAL MENDEZ Edgardo (MEX),322.0,150.0,ENG,EGY
1990.0,23 Jun 1990 - 17:00 ,Round of 16,San Paolo,Naples ,Cameroon,2.0,1.0,Colombia,50026.0,0.0,0.0,LANESE Tullio (ITA),AL SHARIF Jamal (SYR),ULLOA MORERA Berny (CRC),323.0,102.0,CMR,COL
1990.0,23 Jun 1990 - 21:00 ,Round of 16,Stadio San Nicola,Bari ,Czechoslovakia,4.0,1.0,Costa Rica,47673.0,1.0,0.0,KIRSCHEN Siegfried (GER),PEREZ HOYOS Armando (COL),D ELIA Pietro (ITA),323.0,129.0,TCH,CRC
1990.0,24 Jun 1990 - 17:00 ,Round of 16,Stadio delle Alpi,Turin ,Brazil,0.0,1.0,Argentina,61381.0,0.0,0.0,QUINIOU Joel (FRA),SPIRIN Alexey (RUS),PAIRETTO Pierluigi (ITA),323.0,25.0,BRA,ARG
1990.0,24 Jun 1990 - 21:00 ,Round of 16,Giuseppe Meazza,Milan ,Germany FR,2.0,1.0,Netherlands,74559.0,0.0,0.0,LOUSTAU Juan (ARG),JACOME GUERRERO Elias V. (ECU),MAURO Vincent (USA),323.0,196.0,FRG,NED
1990.0,25 Jun 1990 - 17:00 ,Round of 16,Luigi Ferraris,Genoa ,"rn"">Republic of Ireland",0.0,0.0,Romania,31818.0,0.0,0.0,RAMIZ WRIGHT Jose (BRA),MACIEL Carlos (PAR),MANDI Jassim (BHR),323.0,248.0,IRL,ROU
1990.0,25 Jun 1990 - 21:00 ,Round of 16,Stadio Olimpico,Rome ,Italy,2.0,0.0,Uruguay,73303.0,0.0,0.0,COURTNEY George (ENG),ROETHLISBERGER Kurt (SUI),PETROVIC Zoran (SRB),323.0,264.0,ITA,URU
1990.0,26 Jun 1990 - 17:00 ,Round of 16,Marc Antonio Bentegodi,Verona ,Spain,1.0,2.0,Yugoslavia,35500.0,0.0,0.0,SCHMIDHUBER Aron (GER),SNODDY Alan (NIR),LISTKIEWICZ Michal (POL),323.0,181.0,ESP,YUG
1990.0,26 Jun 1990 - 21:00 ,Round of 16,Renato Dall Ara,Bologna ,England,1.0,0.0,Belgium,34520.0,0.0,0.0,MIKKELSEN Peter (DEN),KOHL Helmut (AUT),TAKADA Shizuo (JPN),323.0,55.0,ENG,BEL
1990.0,30 Jun 1990 - 17:00 ,Quarter-finals,Comunale,Florence ,Yugoslavia,0.0,0.0,Argentina,38971.0,0.0,0.0,ROETHLISBERGER Kurt (SUI),JOUINI Neji (TUN),HANSAL Mohamed (ALG),751.0,31.0,YUG,ARG
1990.0,30 Jun 1990 - 21:00 ,Quarter-finals,Stadio Olimpico,Rome ,Italy,1.0,0.0,"rn"">Republic of Ireland",73303.0,1.0,0.0,SILVA VALENTE Carlos Alberto (POR),PEREZ HOYOS Armando (COL),ULLOA MORERA Berny (CRC),751.0,243.0,ITA,IRL
1990.0,01 Jul 1990 - 17:00 ,Quarter-finals,Giuseppe Meazza,Milan ,Germany FR,1.0,0.0,Czechoslovakia,73347.0,1.0,0.0,KOHL Helmut (AUT),MIKKELSEN Peter (DEN),LISTKIEWICZ Michal (POL),751.0,197.0,FRG,TCH
1990.0,01 Jul 1990 - 21:00 ,Quarter-finals,San Paolo,Naples ,England,3.0,2.0,Cameroon,55205.0,0.0,0.0,CODESAL MENDEZ Edgardo (MEX),MAURO Vincent (USA),MANDI Jassim (BHR),751.0,103.0,ENG,CMR
1990.0,03 Jul 1990 - 20:00 ,Semi-finals,San Paolo,Naples ,Italy,1.0,1.0,Argentina,59978.0,0.0,0.0,VAUTROT Michel (FRA),LISTKIEWICZ Michal (POL),MIKKELSEN Peter (DEN),3464.0,28.0,ITA,ARG
1990.0,04 Jul 1990 - 20:00 ,Semi-finals,Stadio delle Alpi,Turin ,Germany FR,1.0,1.0,England,62628.0,0.0,0.0,RAMIZ WRIGHT Jose (BRA),QUINIOU Joel (FRA),PEREZ HOYOS Armando (COL),3464.0,159.0,FRG,ENG
1990.0,07 Jul 1990 - 20:00 ,Match for third place,Stadio San Nicola,Bari ,Italy,2.0,1.0,England,51426.0,0.0,0.0,QUINIOU Joel (FRA),HANSAL Mohamed (ALG),ROETHLISBERGER Kurt (SUI),3463.0,162.0,ITA,ENG
1990.0,08 Jul 1990 - 20:00 ,Final,Stadio Olimpico,Rome ,Germany FR,1.0,0.0,Argentina,73603.0,0.0,0.0,CODESAL MENDEZ Edgardo (MEX),PEREZ HOYOS Armando (COL),LISTKIEWICZ Michal (POL),3462.0,27.0,FRG,ARG
1994.0,17 Jun 1994 - 19:30 ,Group C,Cotton Bowl,Dallas ,Spain,2.0,2.0,Korea Republic,56247.0,0.0,0.0,MIKKELSEN Peter (DEN),CHRISTENSEN Carl-Johan Meyer (DEN),PEARSON Roy (ENG),337.0,3050.0,ESP,KOR
1994.0,17 Jun 1994 - 15:00 ,Group C,Soldier Field,Chicago ,Germany,1.0,0.0,Bolivia,63117.0,0.0,0.0,BRIZIO CARTER Arturo (MEX),BRAZZALE Eugene (AUS),DUNSTER Gordon (AUS),337.0,3049.0,GER,BOL
1994.0,18 Jun 1994 - 11:30 ,Group A,Pontiac Silverdome,Detroit ,USA,1.0,1.0,Switzerland,73425.0,1.0,1.0,LAMOLINA Francisco Oscar (ARG),TAIBI Ernesto (ARG),ZARATE Venancio (PAR),337.0,3051.0,USA,SUI
1994.0,18 Jun 1994 - 16:00 ,Group E,Giants Stadium,New York/New Jersey ,Italy,0.0,1.0,"rn"">Republic of Ireland",75338.0,0.0,1.0,VAN DER ENDE Mario (NED),DOLSTRA Jan (NED),PARK Hae-Yong (KOR),337.0,3052.0,ITA,IRL
1994.0,18 Jun 1994 - 19:30 ,Group A,Rose Bowl,Los Angeles ,Colombia,1.0,3.0,Romania,91856.0,1.0,2.0,AL SHARIF Jamal (SYR),AL GHATTAN Yousif Abdulla (BAH),JAMES Douglas Micael (TRI),337.0,3053.0,COL,ROU
1994.0,19 Jun 1994 - 12:30 ,Group F,Citrus Bowl,Orlando ,Belgium,1.0,0.0,Morocco,61219.0,1.0,0.0,TORRES CADENA Jose Joaquin (COL),CALIX GARCIA Raimundo (HON),YLI-KARRO Tapio (FIN),337.0,3054.0,BEL,MAR
1994.0,19 Jun 1994 - 16:00 ,Group E,RFK Stadium,Washington Dc ,Norway,1.0,0.0,Mexico,52395.0,0.0,0.0,PUHL Sandor (HUN),MARTON Sandor (HUN),IVANOV Valentin (RUS),337.0,3055.0,NOR,MEX
1994.0,19 Jun 1994 - 19:30 ,Group B,Rose Bowl,Los Angeles ,Cameroon,2.0,2.0,Sweden,93194.0,1.0,1.0,TEJADA NORIEGA Alberto (PER),JAMES Douglas Micael (TRI),AL GHATTAN Yousif Abdulla (BAH),337.0,3056.0,CMR,SWE
1994.0,20 Jun 1994 - 19:30 ,Group F,RFK Stadium,Washington Dc ,Netherlands,2.0,1.0,Saudi Arabia,50535.0,0.0,1.0,DIAZ VEGA Manuel (ESP),IVANOV Valentin (RUS),MARTON Sandor (HUN),337.0,3058.0,NED,KSA
1994.0,20 Jun 1994 - 16:00 ,Group B,Stanford Stadium,San Francisco ,Brazil,2.0,0.0,Russia,81061.0,1.0,0.0,LIM KEE CHONG An Yan (MRI),RHARIB El Jilali Mohamed (MAR),RAMICONE Domenico (ITA),337.0,3057.0,BRA,RUS
1994.0,21 Jun 1994 - 12:30 ,Group D,Foxboro Stadium,Boston ,Argentina,4.0,0.0,Greece,54456.0,2.0,0.0,ANGELES Arturo (USA),PARK Hae-Yong (KOR),DOLSTRA Jan (NED),337.0,3059.0,ARG,GRE
1994.0,21 Jun 1994 - 19:30 ,Group D,Cotton Bowl,Dallas ,Nigeria,3.0,0.0,Bulgaria,44132.0,2.0,0.0,BADILLA Rodrigo (CRC),DUNSTER Gordon (AUS),BRAZZALE Eugene (AUS),337.0,3061.0,NGA,BUL
1994.0,21 Jun 1994 - 16:00 ,Group C,Soldier Field,Chicago ,Germany,1.0,1.0,Spain,63113.0,0.0,1.0,FILIPPI Ernesto (URU),ZARATE Venancio (PAR),TAIBI Ernesto (ARG),337.0,3060.0,GER,ESP
1994.0,22 Jun 1994 - 16:00 ,Group A,Pontiac Silverdome,Detroit ,Romania,1.0,4.0,Switzerland,61428.0,1.0,1.0,JOUINI Neji (TUN),HASSAN Abdel-Magid (EGY),FANAEI Mohammad (IRN),337.0,3062.0,ROU,SUI
1994.0,22 Jun 1994 - 19:30 ,Group A,Rose Bowl,Los Angeles ,USA,2.0,1.0,Colombia,93869.0,1.0,0.0,BALDAS Fabio (ITA),RAMICONE Domenico (ITA),RHARIB El Jilali Mohamed (MAR),337.0,3063.0,USA,COL
1994.0,23 Jun 1994 - 16:00 ,Group E,Giants Stadium,New York/New Jersey ,Italy,1.0,0.0,Norway,74624.0,0.0,0.0,KRUG Hellmut (GER),YLI-KARRO Tapio (FIN),PEARSON Roy (ENG),337.0,3064.0,ITA,NOR
1994.0,23 Jun 1994 - 19:30 ,Group C,Foxboro Stadium,Boston ,Korea Republic,0.0,0.0,Bolivia,54453.0,0.0,0.0,MOTTRAM Leslie (SCO),MATTHYS Luc (BEL),EVERSTIG Mikael (SWE),337.0,3065.0,KOR,BOL
1994.0,24 Jun 1994 - 12:30 ,Group E,Citrus Bowl,Orlando ,Mexico,2.0,1.0,"rn"">Republic of Ireland",60790.0,1.0,0.0,ROETHLISBERGER Kurt (SUI),LISTKIEWICZ Michal (POL),ALVES Paulo Jorge (BRA),337.0,3066.0,MEX,IRL
1994.0,24 Jun 1994 - 19:30 ,Group B,Pontiac Silverdome,Detroit ,Sweden,3.0,1.0,Russia,71528.0,1.0,1.0,QUINIOU Joel (FRA),FANAEI Mohammad (IRN),HASSAN Abdel-Magid (EGY),337.0,3068.0,SWE,RUS
1994.0,24 Jun 1994 - 16:00 ,Group B,Stanford Stadium,San Francisco ,Brazil,3.0,0.0,Cameroon,83401.0,1.0,0.0,BRIZIO CARTER Arturo (MEX),JAMES Douglas Micael (TRI),CHRISTENSEN Carl-Johan Meyer (DEN),337.0,3067.0,BRA,CMR
1994.0,25 Jun 1994 - 12:30 ,Group F,Citrus Bowl,Orlando ,Belgium,1.0,0.0,Netherlands,62387.0,0.0,0.0,MARSIGLIA Renato (BRA),ALVES Paulo Jorge (BRA),LISTKIEWICZ Michal (POL),337.0,3069.0,BEL,NED
1994.0,25 Jun 1994 - 12:30 ,Group F,Giants Stadium,New York/New Jersey ,Saudi Arabia,2.0,1.0,Morocco,76322.0,2.0,1.0,DON Philip (ENG),PEARSON Roy (ENG),YLI-KARRO Tapio (FIN),337.0,3070.0,KSA,MAR
1994.0,25 Jun 1994 - 16:00 ,Group D,Foxboro Stadium,Boston ,Argentina,2.0,1.0,Nigeria,54453.0,2.0,1.0,KARLSSON Bo (SWE),EVERSTIG Mikael (SWE),MATTHYS Luc (BEL),337.0,3071.0,ARG,NGA
1994.0,26 Jun 1994 - 12:30 ,Group D,Soldier Field,Chicago ,Bulgaria,4.0,0.0,Greece,63160.0,1.0,0.0,BUJSAIM Ali (UAE),AL GHATTAN Yousif Abdulla (BAH),CALIX GARCIA Raimundo (HON),337.0,3072.0,BUL,GRE
1994.0,26 Jun 1994 - 16:00 ,Group A,Rose Bowl,Los Angeles ,USA,0.0,1.0,Romania,93869.0,0.0,1.0,VAN DER ENDE Mario (NED),DOLSTRA Jan (NED),DUNSTER Gordon (AUS),337.0,3073.0,USA,ROU
1994.0,26 Jun 1994 - 16:00 ,Group A,Stanford Stadium,San Francisco ,Switzerland,0.0,2.0,Colombia,83401.0,0.0,1.0,MIKKELSEN Peter (DEN),CHRISTENSEN Carl-Johan Meyer (DEN),JAMES Douglas Micael (TRI),337.0,3074.0,SUI,COL
1994.0,27 Jun 1994 - 16:00 ,Group C,Cotton Bowl,Dallas ,Germany,3.0,2.0,Korea Republic,63998.0,3.0,0.0,QUINIOU Joel (FRA),IVANOV Valentin (RUS),HASSAN Abdel-Magid (EGY),337.0,3076.0,GER,KOR
1994.0,27 Jun 1994 - 16:00 ,Group C,Soldier Field,Chicago ,Bolivia,1.0,3.0,Spain,63089.0,0.0,1.0,BADILLA Rodrigo (CRC),CALIX GARCIA Raimundo (HON),AL GHATTAN Yousif Abdulla (BAH),337.0,3075.0,BOL,ESP
1994.0,28 Jun 1994 - 12:30 ,Group E,Giants Stadium,New York/New Jersey ,"rn"">Republic of Ireland",0.0,0.0,Norway,72404.0,0.0,0.0,TORRES CADENA Jose Joaquin (COL),ALVES Paulo Jorge (BRA),PARK Hae-Yong (KOR),337.0,3077.0,IRL,NOR
1994.0,28 Jun 1994 - 16:00 ,Group B,Pontiac Silverdome,Detroit ,Brazil,1.0,1.0,Sweden,77217.0,0.0,1.0,PUHL Sandor (HUN),MARTON Sandor (HUN),MATTHYS Luc (BEL),337.0,3080.0,BRA,SWE
1994.0,28 Jun 1994 - 12:30 ,Group E,RFK Stadium,Washington Dc ,Italy,1.0,1.0,Mexico,52535.0,0.0,0.0,LAMOLINA Francisco Oscar (ARG),TAIBI Ernesto (ARG),BRAZZALE Eugene (AUS),337.0,3078.0,ITA,MEX
1994.0,28 Jun 1994 - 16:00 ,Group B,Stanford Stadium,San Francisco ,Russia,6.0,1.0,Cameroon,74914.0,3.0,0.0,AL SHARIF Jamal (SYR),DUNSTER Gordon (AUS),DOLSTRA Jan (NED),337.0,3079.0,RUS,CMR
1994.0,29 Jun 1994 - 12:30 ,Group F,Citrus Bowl,Orlando ,Morocco,1.0,2.0,Netherlands,60578.0,0.0,1.0,TEJADA NORIEGA Alberto (PER),ZARATE Venancio (PAR),EVERSTIG Mikael (SWE),337.0,3081.0,MAR,NED
1994.0,29 Jun 1994 - 12:30 ,Group F,RFK Stadium,Washington Dc ,Belgium,0.0,1.0,Saudi Arabia,52959.0,0.0,1.0,KRUG Hellmut (GER),BRAZZALE Eugene (AUS),TAIBI Ernesto (ARG),337.0,3082.0,BEL,KSA
